Mun;POSTO DE SAUDE;CENTRO DE SAUDE/UNIDADE BASICA;POLICLINICA;HOSPITAL GERAL;HOSPITAL ESPECIALIZADO;PRONTO SOCORRO GERAL;PRONTO SOCORRO ESPECIALIZADO;Total
313360 Itapeva;0.0;4.0;0.0;0.0;0.0;0.0;0.0;4.0
313370 Itatiaiuçu;0.0;7.0;1.0;0.0;0.0;0.0;0.0;8.0
313375 Itaú de Minas;1.0;7.0;0.0;1.0;0.0;1.0;0.0;10.0
313380 Itaúna;1.0;23.0;0.0;1.0;0.0;0.0;0.0;25.0
313390 Itaverava;0.0;2.0;0.0;0.0;0.0;0.0;0.0;2.0
313400 Itinga;1.0;4.0;1.0;0.0;0.0;0.0;0.0;6.0
313410 Itueta;0.0;3.0;0.0;0.0;0.0;0.0;0.0;3.0
313420 Ituiutaba;3.0;17.0;1.0;4.0;2.0;1.0;0.0;28.0
313430 Itumirim;2.0;2.0;0.0;0.0;0.0;0.0;0.0;4.0
313440 Iturama;0.0;7.0;2.0;3.0;0.0;0.0;0.0;12.0
313450 Itutinga;1.0;1.0;0.0;0.0;0.0;0.0;0.0;2.0
313460 Jaboticatubas;1.0;5.0;1.0;1.0;0.0;0.0;0.0;8.0
313470 Jacinto;1.0;6.0;0.0;1.0;0.0;0.0;0.0;8.0
313480 Jacuí;0.0;3.0;0.0;1.0;0.0;0.0;0.0;4.0
313490 Jacutinga;2.0;7.0;0.0;1.0;0.0;1.0;0.0;11.0
313500 Jaguaraçu;1.0;1.0;0.0;0.0;0.0;0.0;0.0;2.0
313505 Jaíba;0.0;13.0;0.0;1.0;0.0;0.0;0.0;14.0
313507 Jampruca;0.0;2.0;0.0;0.0;0.0;0.0;0.0;2.0
313510 Janaúba;1.0;15.0;0.0;3.0;0.0;0.0;0.0;19.0
313520 Januária;0.0;21.0;1.0;1.0;0.0;0.0;0.0;23.0
313530 Japaraíba;0.0;2.0;0.0;0.0;0.0;0.0;0.0;2.0
313535 Japonvar;2.0;6.0;0.0;0.0;0.0;0.0;0.0;8.0
313540 Jeceaba;2.0;1.0;0.0;1.0;0.0;0.0;0.0;4.0
313545 Jenipapo de Minas;4.0;1.0;0.0;0.0;0.0;0.0;0.0;5.0
313550 Jequeri;1.0;7.0;0.0;0.0;0.0;0.0;0.0;8.0
313560 Jequitaí;1.0;5.0;0.0;0.0;0.0;0.0;0.0;6.0
313570 Jequitibá;0.0;3.0;0.0;0.0;0.0;0.0;0.0;3.0
313580 Jequitinhonha;2.0;10.0;0.0;1.0;0.0;0.0;0.0;13.0
313590 Jesuânia;0.0;2.0;0.0;0.0;0.0;0.0;0.0;2.0
313600 Joaíma;1.0;7.0;0.0;1.0;0.0;0.0;0.0;9.0
313610 Joanésia;0.0;2.0;0.0;0.0;0.0;0.0;0.0;2.0
313620 João Monlevade;2.0;8.0;1.0;1.0;0.0;0.0;0.0;12.0
313630 João Pinheiro;10.0;15.0;2.0;2.0;0.0;0.0;0.0;29.0
313640 Joaquim Felício;0.0;4.0;0.0;0.0;0.0;0.0;0.0;4.0
313650 Jordânia;0.0;6.0;0.0;1.0;0.0;0.0;0.0;7.0
313652 José Gonçalves de Minas;1.0;2.0;0.0;0.0;0.0;0.0;0.0;3.0
313655 José Raydan;0.0;3.0;0.0;0.0;0.0;0.0;0.0;3.0
313657 Josenópolis;0.0;3.0;0.0;0.0;0.0;0.0;0.0;3.0
313665 Juatuba;1.0;13.0;0.0;0.0;0.0;0.0;0.0;14.0
313670 Juiz de Fora;11.0;57.0;116.0;14.0;2.0;0.0;2.0;202.0
313680 Juramento;2.0;3.0;0.0;0.0;0.0;0.0;0.0;5.0
313690 Juruaia;0.0;5.0;3.0;1.0;0.0;0.0;0.0;9.0
313695 Juvenília;0.0;3.0;0.0;0.0;0.0;0.0;0.0;3.0
313700 Ladainha;0.0;4.0;1.0;1.0;0.0;0.0;0.0;6.0
313710 Lagamar;1.0;4.0;0.0;0.0;0.0;0.0;0.0;5.0
313720 Lagoa da Prata;1.0;15.0;0.0;1.0;0.0;0.0;0.0;17.0
313730 Lagoa dos Patos;0.0;3.0;0.0;0.0;0.0;0.0;0.0;3.0
313740 Lagoa Dourada;0.0;5.0;1.0;0.0;0.0;0.0;0.0;6.0
313750 Lagoa Formosa;0.0;6.0;2.0;1.0;0.0;0.0;0.0;9.0
313753 Lagoa Grande;0.0;4.0;0.0;0.0;0.0;0.0;0.0;4.0
313760 Lagoa Santa;0.0;19.0;2.0;2.0;0.0;0.0;0.0;23.0
313770 Lajinha;5.0;1.0;1.0;1.0;0.0;1.0;0.0;9.0
313780 Lambari;5.0;3.0;0.0;1.0;0.0;1.0;0.0;10.0
313790 Lamim;0.0;1.0;0.0;1.0;0.0;0.0;0.0;2.0
313800 Laranjal;0.0;3.0;0.0;1.0;0.0;0.0;0.0;4.0
313810 Lassance;4.0;4.0;0.0;0.0;0.0;0.0;0.0;8.0
313820 Lavras;6.0;18.0;0.0;3.0;0.0;1.0;0.0;28.0
313830 Leandro Ferreira;0.0;1.0;2.0;0.0;0.0;0.0;0.0;3.0
313835 Leme do Prado;3.0;2.0;0.0;0.0;0.0;0.0;0.0;5.0
313840 Leopoldina;0.0;15.0;2.0;1.0;0.0;0.0;0.0;18.0
313850 Liberdade;0.0;2.0;1.0;0.0;0.0;0.0;0.0;3.0
313860 Lima Duarte;0.0;6.0;0.0;1.0;0.0;0.0;0.0;7.0
313862 Limeira do Oeste;0.0;3.0;5.0;0.0;0.0;0.0;0.0;8.0
313865 Lontra;0.0;6.0;0.0;0.0;0.0;0.0;0.0;6.0
313867 Luisburgo;0.0;4.0;0.0;0.0;0.0;0.0;0.0;4.0
313868 Luislândia;1.0;3.0;0.0;0.0;0.0;0.0;0.0;4.0
313870 Luminárias;0.0;3.0;0.0;0.0;0.0;0.0;0.0;3.0
313880 Luz;2.0;5.0;4.0;1.0;0.0;0.0;0.0;12.0
313890 Machacalis;0.0;4.0;1.0;1.0;0.0;0.0;0.0;6.0
313900 Machado;17.0;11.0;7.0;1.0;0.0;0.0;0.0;36.0
313910 Madre de Deus de Minas;0.0;2.0;0.0;0.0;0.0;0.0;0.0;2.0
313920 Malacacheta;1.0;8.0;0.0;1.0;0.0;0.0;0.0;10.0
313925 Mamonas;4.0;2.0;0.0;0.0;0.0;0.0;0.0;6.0
313930 Manga;1.0;7.0;0.0;1.0;0.0;0.0;0.0;9.0
313940 Manhuaçu;0.0;23.0;0.0;2.0;0.0;0.0;0.0;25.0
313950 Manhumirim;0.0;7.0;1.0;1.0;0.0;0.0;0.0;9.0
313960 Mantena;0.0;13.0;0.0;2.0;0.0;0.0;0.0;15.0
313980 Mar de Espanha;0.0;3.0;0.0;1.0;0.0;0.0;0.0;4.0
313970 Maravilhas;1.0;2.0;0.0;0.0;0.0;0.0;0.0;3.0
313990 Maria da Fé;0.0;6.0;0.0;1.0;0.0;0.0;0.0;7.0
314000 Mariana;7.0;19.0;1.0;2.0;0.0;0.0;0.0;29.0
314010 Marilac;0.0;2.0;0.0;0.0;0.0;0.0;0.0;2.0
314015 Mário Campos;0.0;5.0;0.0;0.0;0.0;0.0;0.0;5.0
314020 Maripá de Minas;0.0;2.0;0.0;0.0;0.0;0.0;0.0;2.0
314030 Marliéria;0.0;2.0;0.0;0.0;0.0;0.0;0.0;2.0
314040 Marmelópolis;0.0;2.0;0.0;0.0;0.0;0.0;0.0;2.0
314050 Martinho Campos;0.0;5.0;1.0;1.0;0.0;0.0;0.0;7.0
314053 Martins Soares;3.0;1.0;1.0;0.0;0.0;0.0;0.0;5.0
314055 Mata Verde;0.0;2.0;0.0;0.0;0.0;0.0;0.0;2.0
314060 Materlândia;0.0;2.0;0.0;0.0;0.0;0.0;0.0;2.0
314070 Mateus Leme;0.0;14.0;1.0;1.0;0.0;0.0;0.0;16.0
317150 Mathias Lobato;0.0;3.0;0.0;0.0;0.0;0.0;0.0;3.0
314080 Matias Barbosa;0.0;4.0;1.0;0.0;0.0;0.0;0.0;5.0
314085 Matias Cardoso;1.0;6.0;0.0;0.0;0.0;0.0;0.0;7.0
314090 Matipó;0.0;9.0;0.0;1.0;0.0;1.0;0.0;11.0
314100 Mato Verde;3.0;4.0;0.0;0.0;0.0;1.0;0.0;8.0
314110 Matozinhos;1.0;10.0;0.0;1.0;0.0;0.0;0.0;12.0
314120 Matutina;1.0;2.0;1.0;0.0;0.0;0.0;0.0;4.0
314130 Medeiros;1.0;2.0;2.0;0.0;0.0;0.0;0.0;5.0
314140 Medina;0.0;8.0;0.0;1.0;0.0;0.0;0.0;9.0
314150 Mendes Pimentel;0.0;3.0;0.0;1.0;0.0;0.0;0.0;4.0
314160 Mercês;0.0;2.0;2.0;1.0;0.0;0.0;0.0;5.0
314170 Mesquita;1.0;2.0;0.0;0.0;0.0;0.0;0.0;3.0
314180 Minas Novas;4.0;8.0;1.0;1.0;0.0;0.0;0.0;14.0
314190 Minduri;0.0;3.0;0.0;1.0;0.0;0.0;0.0;4.0
314200 Mirabela;0.0;8.0;1.0;1.0;0.0;0.0;0.0;10.0
314210 Miradouro;3.0;5.0;0.0;0.0;0.0;0.0;0.0;8.0
314220 Miraí;1.0;5.0;1.0;1.0;0.0;0.0;0.0;8.0
314225 Miravânia;3.0;3.0;0.0;0.0;0.0;0.0;0.0;6.0
314230 Moeda;0.0;2.0;1.0;0.0;0.0;0.0;0.0;3.0
314240 Moema;2.0;4.0;0.0;1.0;0.0;0.0;0.0;7.0
314250 Monjolos;3.0;1.0;0.0;0.0;0.0;0.0;0.0;4.0
314260 Monsenhor Paulo;0.0;4.0;0.0;1.0;0.0;0.0;0.0;5.0
314270 Montalvânia;2.0;8.0;0.0;1.0;0.0;0.0;0.0;11.0
314280 Monte Alegre de Minas;0.0;5.0;0.0;1.0;0.0;0.0;0.0;6.0
314290 Monte Azul;8.0;11.0;2.0;1.0;0.0;0.0;0.0;22.0
314300 Monte Belo;0.0;6.0;0.0;1.0;0.0;0.0;0.0;7.0
314310 Monte Carmelo;0.0;12.0;7.0;3.0;0.0;0.0;0.0;22.0
314315 Monte Formoso;0.0;3.0;0.0;0.0;0.0;0.0;0.0;3.0
314320 Monte Santo de Minas;0.0;6.0;0.0;1.0;0.0;1.0;0.0;8.0
314340 Monte Sião;5.0;1.0;3.0;0.0;0.0;1.0;0.0;10.0
314330 Montes Claros;0.0;89.0;14.0;11.0;0.0;0.0;0.0;114.0
314345 Montezuma;1.0;5.0;0.0;0.0;0.0;0.0;0.0;6.0
314350 Morada Nova de Minas;3.0;5.0;0.0;1.0;0.0;0.0;0.0;9.0
314360 Morro da Garça;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0
314370 Morro do Pilar;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
314380 Munhoz;1.0;3.0;0.0;0.0;0.0;0.0;0.0;4.0
314390 Muriaé;5.0;35.0;6.0;2.0;2.0;0.0;0.0;50.0
314400 Mutum;0.0;10.0;1.0;1.0;0.0;1.0;0.0;13.0
314410 Muzambinho;0.0;8.0;2.0;1.0;0.0;0.0;0.0;11.0
314420 Nacip Raydan;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0
314430 Nanuque;9.0;4.0;0.0;2.0;0.0;0.0;0.0;15.0
314435 Naque;0.0;3.0;0.0;0.0;0.0;0.0;0.0;3.0
314437 Natalândia;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0
314440 Natércia;0.0;3.0;0.0;0.0;0.0;0.0;0.0;3.0
314450 Nazareno;0.0;3.0;0.0;1.0;0.0;0.0;0.0;4.0
314460 Nepomuceno;1.0;5.0;1.0;1.0;0.0;0.0;0.0;8.0
314465 Ninheira;3.0;5.0;0.0;0.0;0.0;0.0;0.0;8.0
314467 Nova Belém;0.0;4.0;0.0;0.0;0.0;0.0;0.0;4.0
314470 Nova Era;0.0;5.0;2.0;1.0;0.0;0.0;0.0;8.0
314480 Nova Lima;0.0;21.0;1.0;3.0;2.0;0.0;0.0;27.0
314490 Nova Módica;1.0;1.0;0.0;0.0;0.0;0.0;0.0;2.0
314500 Nova Ponte;1.0;4.0;1.0;1.0;0.0;0.0;0.0;7.0
314505 Nova Porteirinha;4.0;2.0;0.0;0.0;0.0;0.0;0.0;6.0
314510 Nova Resende;0.0;9.0;0.0;1.0;0.0;0.0;0.0;10.0
314520 Nova Serrana;0.0;25.0;3.0;2.0;0.0;0.0;0.0;30.0
313660 Nova União;0.0;2.0;0.0;0.0;0.0;0.0;0.0;2.0
314530 Novo Cruzeiro;0.0;10.0;1.0;1.0;0.0;0.0;0.0;12.0
314535 Novo Oriente de Minas;0.0;6.0;0.0;0.0;0.0;0.0;0.0;6.0
314537 Novorizonte;0.0;3.0;0.0;0.0;0.0;0.0;0.0;3.0
314540 Olaria;1.0;1.0;0.0;0.0;0.0;0.0;0.0;2.0
314545 Olhos-d'Água;2.0;3.0;0.0;0.0;0.0;0.0;0.0;5.0
314550 Olímpio Noronha;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0
314560 Oliveira;0.0;13.0;2.0;1.0;0.0;0.0;0.0;16.0
314570 Oliveira Fortes;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0
314580 Onça de Pitangui;3.0;1.0;0.0;0.0;0.0;0.0;0.0;4.0
314585 Oratórios;1.0;2.0;0.0;0.0;0.0;0.0;0.0;3.0
314587 Orizânia;1.0;4.0;0.0;0.0;0.0;0.0;0.0;5.0
314590 Ouro Branco;0.0;10.0;0.0;2.0;0.0;0.0;0.0;12.0
314600 Ouro Fino;5.0;7.0;2.0;1.0;0.0;0.0;0.0;15.0
314610 Ouro Preto;19.0;24.0;2.0;1.0;0.0;1.0;0.0;47.0
314620 Ouro Verde de Minas;0.0;2.0;0.0;0.0;0.0;0.0;0.0;2.0
314625 Padre Carvalho;1.0;2.0;0.0;0.0;0.0;0.0;0.0;3.0
314630 Padre Paraíso;0.0;9.0;0.0;1.0;0.0;0.0;0.0;10.0
314655 Pai Pedro;2.0;2.0;0.0;0.0;0.0;0.0;0.0;4.0
314640 Paineiras;0.0;3.0;0.0;0.0;0.0;0.0;0.0;3.0
314650 Pains;1.0;2.0;0.0;1.0;0.0;0.0;0.0;4.0
314660 Paiva;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0
314670 Palma;3.0;4.0;0.0;1.0;0.0;0.0;0.0;8.0
314675 Palmópolis;1.0;4.0;0.0;0.0;0.0;0.0;0.0;5.0
314690 Papagaios;1.0;4.0;0.0;0.0;0.0;0.0;0.0;5.0
314710 Pará de Minas;2.0;24.0;0.0;1.0;0.0;0.0;0.0;27.0
314700 Paracatu;3.0;16.0;8.0;2.0;0.0;0.0;0.0;29.0
314720 Paraguaçu;0.0;6.0;1.0;1.0;0.0;0.0;0.0;8.0
314730 Paraisópolis;1.0;5.0;1.0;1.0;0.0;0.0;0.0;8.0
314740 Paraopeba;0.0;6.0;1.0;0.0;0.0;0.0;0.0;7.0
314760 Passa Quatro;0.0;6.0;1.0;1.0;0.0;0.0;0.0;8.0
314770 Passa Tempo;0.0;4.0;3.0;1.0;0.0;0.0;0.0;8.0
314780 Passa-Vinte;1.0;1.0;0.0;0.0;0.0;0.0;0.0;2.0
314750 Passabém;0.0;1.0;0.0;1.0;0.0;0.0;0.0;2.0
314790 Passos;0.0;23.0;2.0;2.0;0.0;0.0;0.0;27.0
314795 Patis;0.0;3.0;0.0;0.0;0.0;0.0;0.0;3.0
314800 Patos de Minas;2.0;26.0;10.0;7.0;0.0;0.0;0.0;45.0
314810 Patrocínio;0.0;15.0;1.0;3.0;1.0;1.0;0.0;21.0
314820 Patrocínio do Muriaé;0.0;4.0;0.0;0.0;0.0;0.0;0.0;4.0
314830 Paula Cândido;0.0;4.0;0.0;0.0;0.0;0.0;0.0;4.0
314840 Paulistas;0.0;3.0;0.0;0.0;0.0;0.0;0.0;3.0
314850 Pavão;0.0;4.0;0.0;0.0;0.0;0.0;0.0;4.0
314860 Peçanha;1.0;3.0;0.0;1.0;0.0;0.0;0.0;5.0
314870 Pedra Azul;2.0;7.0;1.0;1.0;0.0;0.0;0.0;11.0
314875 Pedra Bonita;0.0;3.0;0.0;0.0;0.0;0.0;0.0;3.0
314880 Pedra do Anta;0.0;3.0;0.0;0.0;0.0;0.0;0.0;3.0
314890 Pedra do Indaiá;1.0;2.0;1.0;0.0;0.0;0.0;0.0;4.0
314900 Pedra Dourada;0.0;2.0;0.0;0.0;0.0;0.0;0.0;2.0
314910 Pedralva;0.0;4.0;0.0;1.0;0.0;0.0;0.0;5.0
314915 Pedras de Maria da Cruz;1.0;7.0;0.0;0.0;0.0;0.0;0.0;8.0
314920 Pedrinópolis;1.0;1.0;0.0;0.0;0.0;0.0;0.0;2.0
314930 Pedro Leopoldo;0.0;16.0;8.0;2.0;0.0;0.0;0.0;26.0
314940 Pedro Teixeira;0.0;2.0;0.0;0.0;0.0;0.0;0.0;2.0
314950 Pequeri;1.0;1.0;0.0;0.0;0.0;0.0;0.0;2.0
314960 Pequi;0.0;2.0;0.0;0.0;0.0;0.0;0.0;2.0
314970 Perdigão;0.0;4.0;1.0;0.0;0.0;1.0;0.0;6.0
314980 Perdizes;4.0;5.0;0.0;1.0;0.0;0.0;0.0;10.0
314990 Perdões;0.0;8.0;0.0;1.0;0.0;0.0;0.0;9.0
314995 Periquito;0.0;3.0;0.0;0.0;0.0;0.0;0.0;3.0
315000 Pescador;0.0;2.0;0.0;0.0;0.0;0.0;0.0;2.0
315010 Piau;1.0;1.0;0.0;0.0;0.0;0.0;0.0;2.0
315015 Piedade de Caratinga;0.0;4.0;0.0;0.0;0.0;0.0;0.0;4.0
315020 Piedade de Ponte Nova;0.0;2.0;0.0;0.0;0.0;0.0;0.0;2.0
315030 Piedade do Rio Grande;0.0;3.0;0.0;1.0;0.0;0.0;0.0;4.0
315040 Piedade dos Gerais;0.0;4.0;0.0;0.0;0.0;0.0;0.0;4.0
315050 Pimenta;0.0;3.0;1.0;1.0;0.0;0.0;0.0;5.0
315053 Pingo-d'Água;0.0;2.0;0.0;0.0;0.0;0.0;0.0;2.0
315057 Pintópolis;2.0;1.0;0.0;0.0;0.0;0.0;0.0;3.0
315060 Piracema;0.0;4.0;1.0;0.0;0.0;1.0;0.0;6.0
315070 Pirajuba;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0
315080 Piranga;11.0;1.0;0.0;1.0;0.0;0.0;0.0;13.0
315090 Piranguçu;3.0;1.0;0.0;0.0;0.0;0.0;0.0;4.0
315100 Piranguinho;2.0;1.0;0.0;0.0;0.0;0.0;0.0;3.0
315110 Pirapetinga;0.0;4.0;0.0;1.0;0.0;0.0;0.0;5.0
315120 Pirapora;0.0;18.0;1.0;2.0;0.0;0.0;0.0;21.0
315130 Piraúba;0.0;6.0;0.0;0.0;0.0;0.0;0.0;6.0
315140 Pitangui;2.0;8.0;1.0;1.0;0.0;0.0;0.0;12.0
315150 Piumhi;1.0;10.0;1.0;1.0;0.0;0.0;0.0;13.0
315160 Planura;0.0;5.0;0.0;0.0;0.0;0.0;0.0;5.0
315170 Poço Fundo;0.0;7.0;1.0;1.0;0.0;0.0;0.0;9.0
315180 Poços de Caldas;1.0;35.0;4.0;5.0;0.0;0.0;0.0;45.0
315190 Pocrane;0.0;3.0;0.0;1.0;0.0;0.0;0.0;4.0
315200 Pompéu;0.0;8.0;1.0;1.0;0.0;0.0;0.0;10.0
315210 Ponte Nova;10.0;7.0;1.0;2.0;0.0;0.0;0.0;20.0
315213 Ponto Chique;0.0;3.0;0.0;0.0;0.0;0.0;0.0;3.0
315217 Ponto dos Volantes;0.0;7.0;0.0;0.0;0.0;0.0;0.0;7.0
315220 Porteirinha;0.0;15.0;0.0;1.0;0.0;0.0;0.0;16.0
315230 Porto Firme;0.0;5.0;0.0;0.0;0.0;0.0;0.0;5.0
315240 Poté;0.0;6.0;0.0;1.0;0.0;0.0;0.0;7.0
315250 Pouso Alegre;10.0;21.0;3.0;3.0;0.0;0.0;0.0;37.0
315260 Pouso Alto;0.0;2.0;0.0;1.0;0.0;0.0;0.0;3.0
315270 Prados;0.0;3.0;0.0;1.0;0.0;0.0;0.0;4.0
315280 Prata;5.0;8.0;1.0;1.0;0.0;0.0;0.0;15.0
315290 Pratápolis;1.0;5.0;0.0;1.0;0.0;0.0;0.0;7.0
315300 Pratinha;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0
315310 Presidente Bernardes;3.0;3.0;0.0;1.0;0.0;0.0;0.0;7.0
315320 Presidente Juscelino;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0
315330 Presidente Kubitschek;0.0;2.0;0.0;0.0;0.0;0.0;0.0;2.0
315340 Presidente Olegário;1.0;6.0;0.0;1.0;0.0;0.0;0.0;8.0
315360 Prudente de Morais;0.0;5.0;0.0;0.0;0.0;0.0;0.0;5.0
315370 Quartel Geral;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0
315380 Queluzito;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0
315390 Raposos;1.0;4.0;1.0;0.0;0.0;0.0;0.0;6.0
315400 Raul Soares;3.0;8.0;1.0;1.0;0.0;0.0;0.0;13.0
315410 Recreio;3.0;3.0;0.0;1.0;0.0;1.0;0.0;8.0
315415 Reduto;1.0;4.0;0.0;0.0;0.0;0.0;0.0;5.0
315420 Resende Costa;5.0;4.0;0.0;1.0;0.0;0.0;0.0;10.0
315430 Resplendor;3.0;6.0;0.0;1.0;0.0;0.0;0.0;10.0
315440 Ressaquinha;0.0;4.0;0.0;0.0;0.0;0.0;0.0;4.0
315445 Riachinho;0.0;6.0;0.0;0.0;0.0;0.0;0.0;6.0
315450 Riacho dos Machados;0.0;5.0;0.0;0.0;0.0;0.0;0.0;5.0
315460 Ribeirão das Neves;0.0;68.0;0.0;2.0;0.0;0.0;0.0;70.0
315470 Ribeirão Vermelho;0.0;2.0;0.0;1.0;0.0;0.0;0.0;3.0
315480 Rio Acima;0.0;3.0;0.0;0.0;0.0;0.0;0.0;3.0
315490 Rio Casca;1.0;5.0;1.0;1.0;0.0;0.0;0.0;8.0
315510 Rio do Prado;0.0;4.0;0.0;0.0;0.0;0.0;0.0;4.0
315500 Rio Doce;0.0;2.0;0.0;0.0;0.0;0.0;0.0;2.0
315520 Rio Espera;2.0;1.0;0.0;1.0;0.0;0.0;0.0;4.0
315530 Rio Manso;0.0;3.0;1.0;0.0;0.0;0.0;0.0;4.0
315540 Rio Novo;0.0;4.0;1.0;1.0;0.0;0.0;0.0;6.0
315550 Rio Paranaíba;2.0;5.0;1.0;1.0;0.0;0.0;0.0;9.0
315560 Rio Pardo de Minas;2.0;12.0;0.0;1.0;0.0;0.0;0.0;15.0
315570 Rio Piracicaba;4.0;3.0;0.0;1.0;0.0;0.0;0.0;8.0
315580 Rio Pomba;0.0;7.0;0.0;1.0;0.0;0.0;0.0;8.0
315590 Rio Preto;0.0;2.0;0.0;1.0;0.0;0.0;0.0;3.0
315600 Rio Vermelho;1.0;4.0;0.0;1.0;0.0;0.0;0.0;6.0
315610 Ritápolis;2.0;2.0;0.0;0.0;0.0;0.0;0.0;4.0
315620 Rochedo de Minas;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0
315630 Rodeiro;0.0;4.0;0.0;0.0;0.0;0.0;0.0;4.0
315640 Romaria;0.0;2.0;0.0;1.0;0.0;0.0;0.0;3.0
315645 Rosário da Limeira;0.0;2.0;1.0;0.0;0.0;0.0;0.0;3.0
315650 Rubelita;1.0;5.0;0.0;0.0;0.0;0.0;0.0;6.0
315660 Rubim;1.0;4.0;0.0;1.0;0.0;0.0;0.0;6.0
315670 Sabará;1.0;19.0;0.0;2.0;0.0;0.0;0.0;22.0
315680 Sabinópolis;0.0;6.0;1.0;1.0;0.0;0.0;0.0;8.0
315690 Sacramento;0.0;8.0;1.0;1.0;0.0;0.0;0.0;10.0
315700 Salinas;0.0;13.0;0.0;3.0;0.0;0.0;0.0;16.0
315710 Salto da Divisa;0.0;3.0;0.0;1.0;0.0;0.0;0.0;4.0
315720 Santa Bárbara;1.0;10.0;1.0;1.0;0.0;0.0;0.0;13.0
315725 Santa Bárbara do Leste;0.0;2.0;0.0;0.0;0.0;0.0;0.0;2.0
315727 Santa Bárbara do Monte Verde;3.0;2.0;0.0;0.0;0.0;0.0;0.0;5.0
315730 Santa Bárbara do Tugúrio;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0
315733 Santa Cruz de Minas;0.0;3.0;0.0;0.0;0.0;0.0;0.0;3.0
315737 Santa Cruz de Salinas;0.0;3.0;0.0;0.0;0.0;0.0;0.0;3.0
315740 Santa Cruz do Escalvado;3.0;2.0;0.0;0.0;0.0;0.0;0.0;5.0
315750 Santa Efigênia de Minas;0.0;3.0;0.0;0.0;0.0;0.0;0.0;3.0
315760 Santa Fé de Minas;0.0;3.0;0.0;0.0;0.0;0.0;0.0;3.0
315765 Santa Helena de Minas;0.0;3.0;0.0;0.0;0.0;0.0;0.0;3.0
315770 Santa Juliana;2.0;2.0;0.0;1.0;0.0;0.0;0.0;5.0
315780 Santa Luzia;0.0;28.0;1.0;2.0;0.0;0.0;0.0;31.0
315790 Santa Margarida;5.0;2.0;0.0;1.0;0.0;0.0;0.0;8.0
315800 Santa Maria de Itabira;0.0;3.0;0.0;1.0;0.0;0.0;0.0;4.0
315810 Santa Maria do Salto;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0
315820 Santa Maria do Suaçuí;5.0;1.0;0.0;1.0;0.0;0.0;0.0;7.0
315920 Santa Rita de Caldas;0.0;4.0;0.0;0.0;0.0;0.0;1.0;5.0
315940 Santa Rita de Ibitipoca;2.0;1.0;0.0;0.0;0.0;0.0;0.0;3.0
315930 Santa Rita de Jacutinga;0.0;1.0;0.0;1.0;0.0;0.0;0.0;2.0
315935 Santa Rita de Minas;0.0;3.0;0.0;0.0;0.0;0.0;0.0;3.0
315950 Santa Rita do Itueto;5.0;2.0;0.0;0.0;0.0;0.0;0.0;7.0
315960 Santa Rita do Sapucaí;0.0;10.0;0.0;1.0;0.0;0.0;0.0;11.0
315970 Santa Rosa da Serra;1.0;2.0;0.0;0.0;0.0;0.0;0.0;3.0
315980 Santa Vitória;0.0;6.0;1.0;1.0;0.0;0.0;0.0;8.0
315830 Santana da Vargem;0.0;3.0;0.0;0.0;0.0;0.0;0.0;3.0
315840 Santana de Cataguases;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0
315850 Santana de Pirapama;0.0;3.0;0.0;0.0;0.0;0.0;0.0;3.0
315860 Santana do Deserto;1.0;1.0;0.0;0.0;0.0;0.0;0.0;2.0
315870 Santana do Garambéu;1.0;1.0;0.0;0.0;0.0;0.0;0.0;2.0
315880 Santana do Jacaré;0.0;3.0;0.0;0.0;0.0;0.0;0.0;3.0
315890 Santana do Manhuaçu;2.0;2.0;0.0;0.0;0.0;0.0;0.0;4.0
315895 Santana do Paraíso;0.0;12.0;0.0;0.0;0.0;0.0;0.0;12.0
315900 Santana do Riacho;0.0;3.0;0.0;0.0;0.0;0.0;0.0;3.0
315910 Santana dos Montes;1.0;2.0;0.0;0.0;0.0;0.0;0.0;3.0
315990 Santo Antônio do Amparo;0.0;6.0;1.0;1.0;0.0;0.0;0.0;8.0
316000 Santo Antônio do Aventureiro;2.0;2.0;0.0;0.0;0.0;0.0;0.0;4.0
316010 Santo Antônio do Grama;0.0;3.0;0.0;0.0;0.0;0.0;0.0;3.0
316020 Santo Antônio do Itambé;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0
316030 Santo Antônio do Jacinto;0.0;5.0;0.0;0.0;0.0;0.0;0.0;5.0
316040 Santo Antônio do Monte;0.0;12.0;3.0;1.0;0.0;0.0;0.0;16.0
